WELL_BORE_CODE,dhp_early,dhp_late,dhp_change_pct
NO 15/9-F-1 C,232.7564446259025,237.97784964363146,2.2432912764761688
NO 15/9-F-11 H,226.68013196317614,252.1094696270405,11.218159017127858
NO 15/9-F-12 H,278.87152654102533,280.1625638114189,0.462950551605942
NO 15/9-F-14 H,242.61020614628032,269.58087152635994,11.11687171306298
NO 15/9-F-15 D,203.13779668701486,202.89046958985054,-0.12175336210099096
NO 15/9-F-5 AH,,,
